,Comment
2297,"['vonis', 'dokter', 'yg', 'salah', 'pasien', 'sdh', 'malapraktik', 'pasien', 'turut', 'vonis', 'tsb', 'tp', 'bayang', 'pasien', 'turut', 'vonis', 'tsb', 'cerita', 'sayang', 'tdk', 'dokumentasi', 'maklum', 'jadi', 'sdh', 'ramenya', 'org', 'bikin', 'viral', 'medsos', 'waktu', 'orgtua', 'sakit', 'parah', 'demam', 'buang', 'air', 'darah', 'badan', 'kurus', 'karna', 'susah', 'mkn', 'beliau', 'jg', 'idap', 'sakit', 'gula', 'kering', 'keluarga', 'bawa', 'obat', 'salahsatu', 'dokter', 'nama', 'yg', 'prof', 'colok', 'jari', 'dubur', 'orgtua', 'vonis', 'tumor', 'sang', 'dokter', 'suruh', 'operasi', 'esok', 'pagi', 'potong', 'tumor', 'tsb', 'biaya', 'jt', 'karna', 'khawatir', 'operasi', 'bs', 'komplikasi', 'karna', 'orgtua', 'idap', 'sakit', 'gula', 'dmn', 'luka', 'susah', 'kering', 'keluarga', 'putus', 'bawa', 'obat', 'nang', 'malaysia', 'vonis', 'lever', 'nanah', 'gumpal', 'tapak', 'tangan', 'yg', 'tumor', 'nanah', 'tsb', 'sedot', 'dgn', 'selang', 'perut', 'yg', 'lubang', 'operasi', 'minggu', 'plg', 'dr', 'beliau', 'sehat', 'sembuh', 'total', 'sakit', 'lever', 'obat', 'sakit', 'gula', 'keluar', 'biaya', 'yg', 'keluarga', 'skalian', 'bs', 'jalan', 'jt', 'dgn', 'org', 'berangkat', 'tiket', 'pesawat', 'pp', 'apartemen', 'alhamdullillah', 'sdh', 'thn', 'skrg', 'beliau', 'msh', 'sehat', 'sakit', 'gula', 'yg', 'tdk', 'sembuh', 'wajib', 'konsumsi', 'obat', 'tp', 'fisik', 'msh', 'kuat', 'kurus', 'tp', 'tdk', 'bs', 'bayang', 'turut', 'vonis', 'potong', 'yg', 'tumor', 'ntahapayangdipotongnyananti', 'dr', 'sang', 'dokter', 'terima', 'kasih']"
2298,"['yes', 'bu', 'ribka']"
2299,"['nie', 'bani', 'kadrun', 'beliau', 'turun', 'pki', 'anak', 'pki', 'gak', 'bela', 'rakyat', 'buka', 'sholimin', 'beliau', 'bela', 'junjung', 'lari', 'arab', 'gak', 'berani', 'berani', 'koar', 'provokasi', 'mikir', 'otak']"
2300,"['peras', 'rakyat', 'kumpul', 'rapat', 'habis', 'rapat', 'main', 'aksi', 'indonesia', 'jabat', 'rakus', 'rakyat', 'melarat', 'peras']"
2301,"['hormat', 'bu', 'ribka']"
2302,"['rakyat', 'suruh', 'edianekonomi', 'njeblok', 'ras', 'rakyat']"
2303,"['salut', 'ma', 'yg', 'uban', 'contoh', 'jabat', 'yg', 'bela', 'rakyat']"
2304,"['gmna', 'bpk', 'dewan', 'utk', 'serta', 'bpjs', 'kls', 'tlong', 'bahas', 'jngn', 'psrta', 'bpjs', 'kls']"
2305,"['erti', 'rika', 'bicara', 'waktu', 'mertua', 'kena', 'kanker', 'getah', 'bening', 'obat', 'rs', 'hasan', 'sadikin', 'bandung', 'jalan', 'proses', 'obat', 'waktu', 'dokter', 'rawat', 'inap', 'operasi', 'besok', 'rs', 'kamar', 'antri', 'bln', 'keluarga', 'ngotot', 'anjur', 'dr', 'pasien', 'cepat', 'tindak', 'kelenjar', 'besar', 'tenggorok', 'lubang', 'bantu', 'napas', 'rs', 'ngotot', 'antri', 'rela', 'bayar', 'kamar', 'tp', 'koordinasi', 'malu', 'ngotot', 'tdk', 'kamar', 'ttp', 'kasih', 'kamar', 'calo', 'yg', 'tawar', 'jasa', 'rs', 'kecewa', 'berat', 'putus', 'pindag', 'rs', 'daerah', 'purwokerto', 'lambat', 'tua', 'tinggal', 'dunia', 'erti', 'atur', 'rs', 'tolak', 'pasien', 'lapor', 'jadi', 'korban', 'lantas', 'keluarga', 'putus', 'bayar', 'bpjs', 'salah', 'keluarga', 'sulit', 'lapor', 'mana', 'terima', 'kasih', 'arah']"
2306,"['kaya', 'kaya', 'miskin', 'miskin']"
2307,"['gin', 'la', 'stremingin', 'rapat', 'apa', 'biar', 'rakyat', 'gak', 'gagal', 'pham', 'dpr', 'tu', 'kyak']"
2308,"['dpr', 'cuman', 'citra']"
2309,"['tanggap', 'menteri', 'sehat', 'nunggu', 'ga', 'nongol']"
2310,"['bpk', 'dpr', 'ri', 'hormat', 'moga', 'kip', 'kartu', 'indoneisa', 'pintar', 'realisasi', 'anakanak', 'luar', 'pintar', 'milik', 'kip', 'kartu', 'indonesia', 'pintar', 'tuukan', 'anak', 'pintar', 'mohonnn', 'bijak']"
2311,"['menteri', 'jonankatolik', 'terjun', 'kondisi', 'pelik', 'tambang', 'emas', 'papua', 'menteri', 'awan', 'kristen', 'terjun', 'dlm', 'kondisi', 'yg', 'beda', 'bidang', 'carut', 'marut', 'bpjs', 'moga', 'kelak', 'nasib', 'jonan', 'yg', 'pinggir', 'tugas', 'selesai', 'timpa', 'dr', 'awan', 'amen']"
2312,"['baju', 'pink', 'ngupil', 'mulu', 'wkwkwk']"
2313,"['pilih', 'jokowi', 'pas', 'milu', 'naik', 'iur', 'bpjs', 'sesal', 'pilih', 'bayang', 'mama', 'tinggal', 'uang', 'baik', 'rumah', 'pas', 'gempa', 'palu', 'janji', 'aj', 'adik', 'yg', 'suami', 'anak', 'yg', 'gk', 'kerj', 'tanggung', 'naik', 'iur', 'bpjs', 'nang', 'pas', 'tulis']"
2314,"['segara', 'ganti', 'dirut', 'bpjs', 'jabat', 'bpjs', 'ganti', 'bermasah', 'hidup', 'komisi', 'ix', 'dpr', 'ri', 'bela', 'rakyat']"
2315,"['teruss', 'yg', 'ibuk', 'pakai', 'jilbab', 'pink', 'asa', 'asik', 'maen', 'hp', 'ajalu', 'rapat', 'ngumpul', 'bareng', 'kayak', 'abg', 'nongkrong', 'kafee', 'modall', 'minum', 'gaya', 'kayak', 'ank', 'sultan']"
2316,"['audit', 'sj', 'yg', 'pentingdr', 'harga', 'obatjumlah', 'pasienjasa', 'sdm', 'bpjsjasa', 'rs', 'medisnon', 'medis', 'sesuai', 'sop', 'nga', 'maaf', 'saran', 'mudah', 'dgn', 'menkes', 'yg', 'bs', 'selesai', 'dgn', 'tuntas', 'pa', 'menkes', 'keren', 'pa', 'maaf', 'nih', 'yg', 'jilbab', 'pink', 'knp', 'ngupil', 'aa', 'aduuuh', 'bu', 'yg', 'nonton', 'dunia']"
2317,"['bolak', 'putar', 'pas', 'cipta', 'ning', 'menang', 'yg', 'mama', 'yg', 'pulang', 'keluarga', 'menang', 'pingpong', 'kesana', 'kemari', 'pake', 'bpjs']"
2318,"['bongkar', 'aja', 'anggar', 'abal', 'abal', 'biar', 'sebgai', 'rakyat', 'tau', 'anggar', 'aoa']"
2319,"['jilbab', 'pink', 'anggota', 'dewan', 'kerja', 'main', 'hp', 'ngupil', 'aja', 'anggota', 'dewan']"
2320,"['mndapatkan', 'ringan', 'hak', 'sehat', 'anak', 'yg', 'blum', 'lahir', 'ortu', 'rela', 'urus', 'bpjs', 'utknya', 'banding', 'dgn', 'harga', 'rokok', 'pulsa', 'apa', 'sy', 'tdk', 'krena', 'kbutuhan', 'wajib', 'tdk', 'sanksi', 'brpa', 'apa', 'bpjs', 'sdh', 'jadi', 'wajib', 'kasi', 'sanksi', 'gk', 'bayar', 'moga', 'mimpi', 'bu', 'ribka', 'mnjadi', 'wujud', 'mimpi', 'utk', 'warga', 'negara', 'indonesiaaamiin']"
2321,"['coba', 'ajar', 'negara', 'majuseperti', 'taiwanmereka', 'membedakn', 'pasien']"
2322,"['ehhh', 'si', 'mbok', 'brp', 'kilo', 'upil']"
2323,"['doank', 'gw', 'mantengin', 'channel', 'resmi', 'dpr', 'saking', 'apatis', 'gw', 'sm', 'dpr']"
2324,"['ngupillll', 'trs']"
2325,"['mantap', 'udah', 'bu']"
2326,"['biyuhhyg', 'sblh', 'bpk', 'tuchhh', 'baju', 'pink', 'main', 'hp', 'az', 'sibuk', 'hp', 'an', 'truss', 'gk', 'rapatgji', 'tp', 'full']"
2327,"['kemarin', 'daftarin', 'musti', 'daftar', 'yg', 'kkterus', 'gak', 'daftar']"
2328,"['suara', 'suda', 'wakil', 'pakibu', 'dprri', 'harap', 'terus', 'juang', 'din', 'rakyat']"
2329,"['lgi', 'sidang', 'sorot', 'kaya', 'iya', 'ajmbela', 'rakyattapi', 'slanjutnya', 'kong', 'kalikong', 'jga', 'kalah', 'nafsu', 'ambisi', 'uang']"
2330,"['mantap', 'komisi', 'dikpg', 'km', 'aja', 'bpjs', 'ga', 'data', 'bs', 'gitu']"
2331,"['diskriminasi', 'senyum']"
2332,"['dpr', 'ri', 'percaya', 'lanjut', 'arah', 'yg']"
2333,"['inti', 'menteri', 'salah', 'presiden', 'tinggal', 'ttd', 'hebat']"
2334,"['kalo', 'menteri', 'partai', 'babak', 'bur', 'deh', 'dpr', 'kalo', 'menteri', 'utus', 'partai', 'tum', 'partai']"
2335,"['udah', 'semangat', 'gin', 'eh', 'lobby', 'belakang']"
2336,[]
2337,"['kawal', 'dukung', 'dpr', 'galak', 'perintah']"
2338,['sandiwara']
2339,"['zalim', 'peras', 'dpr', 'tdk', 'harga', 'nama', 'suara', 'hati', 'ansori', 'ning', 'emak', 'pusing', 'perintah', 'skrg', 'inijangan', 'mengatasnamakan', 'rakyat']"
2340,"['sebenernya', 'bacot', 'rang', 'perintah', 'kerja', 'aja', 'yg', 'ulang', 'bilang', 'tri', 'hey', 'tri', 'resin', 'kerja', 'anlu', 'seluruh', 'indonesia', 'benain', 'layan', 'rumahsakit', 'layan', 'apotek', 'layan', 'dokter', 'sampe', 'dokter', 'resep', 'obat', 'bulan', 'dapat', 'cuman', 'resep', 'dambl', 'apotek', 'perintah', 'bayar', 'penuh', 'obat', 'bulan', 'obat', 'yg', 'ga', 'bener']"
2341,"['jujur', 'dg', 'atur', 'bpjs', 'yg', 'rs', 'ga', 'karuan', 'sblm', 'bpjs', 'fasilitas', 'mana', 'skrg', 'amburadul', 'pilih', 'buyar', 'fakta', 'lapang', 'tdk', 'sesuai', 'dg', 'data', 'yg', 'gembar', 'gembor', 'perintah', 'bidan', 'yg', 'sj', 'msh', 'hrs', 'bayar', 'selisih', 'biaya', 'jt', 'an', 'peras', 'rakyat', 'robb']"
2342,"['yaa', 'sibuk', 'main', 'hp', 'tdak', 'dengar', 'yg', 'bicara', 'greged', 'gue']"
2343,"['kasih', 'solosi', 'buk', 'nyinyirnqapain', 'bwa', 'peeesiden', 'sgal', 'kasih', 'solosi', 'ynq', 'konqkrit']"
2344,"['klo', 'awan', 'sy', 'tuju', 'ribka', 'menkes']"
2345,"['mantap', 'bu', 'ribka', 'tjiptaning', 'presure', 'instansi', 'kait', 'yg', 'urus', 'keaehatan', 'wujud', 'adil', 'sosial', 'rakyat', 'indonesiadalam', 'layan', 'sehat']"
2346,"['sesuai', 'ketentuanseluruhanggota', 'keluarga', 'daftar', 'kartu', 'keluarga', 'wajib', 'serta', 'cantum', 'atur', 'bpjs', 'no', 'tahun', 'daftar', 'anggota', 'keluarga', 'wajib', 'serta', 'bpjs', 'kesehatanbapak', 'ibuk', 'guru', 'honorer', 'gaji', 'rb', 'bulanpunya', 'anak']"
2347,"['yg', 'pake', 'pink', 'asik', 'ngupil']"
2348,"['bu', 'ribka', 'tolak', 'dr', 'rs', 'tante', 'bs', 'bayar', 'bpjs', 'nunggak', 'beliau', 'sakit', 'smp', 'tinggal', 'berani', 'bawa', 'rs', 'krn', 'biaya', 'smg', 'tante', 'arwah', 'terima', 'sisi', 'allahaamiin']"
2349,"['yg', 'sdh', 'periode', 'rapat', 'dlm', 'rapat', 'anggt', 'dprnya', 'terdngr', 'garang', 'pro', 'rakyt', 'tp', 'bidang', 'kesehatn', 'jln', 'tempat', 'smkin', 'mlorot', 'mundur', 'anggara', 'yg', 'nambah', 'jd', 'hrs', 'lompat', 'mis', 'program', 'kurang', 'org', 'yg', 'sakit', 'stantingcrnya', 'pangkas', 'hulu', 'sebab', 'org', 'jd', 'sakit', 'contoh', 'minyak', 'goreng', 'curah', 'kolesterol', 'larang', 'edar', 'indo', 'tani', 'larang', 'dg', 'kimia', 'ganti', 'dg', 'organik', 'menkes', 'libat', 'lsmpoltekes', 'tdk', 'anggar', 'apbnd', 'krn', 'bnyk', 'ngo', 'dunia', 'beayai', 'periksa', 'buah', 'sayuranikan', 'asin', 'dll', 'formalin', 'menkes', 'libat', 'ngopoltekes', 'utk', 'tes', 'pakan', 'pasar', 'utk', 'pelaksanan', 'data', 'lapor', 'bulan', 'utk', 'awas', 'dr', 'dewan', 'scara', 'kala', 'menerusklo', 'dpt', 'laksana', 'dlm', 'bbrp', 'bln', 'sj', 'masrkt', 'rasa', 'hasil', 'kerja', 'anggota', 'dpr', 'wakil', 'rkytnya', 'krn', 'kerja', 'korupsi', 'tiap', 'anggar', 'menkes', 'dpt', 'diplototi', 'selamat', 'pahlawan']"
2350,"['alhamdulillah', 'dpr', 'bangun', 'tidur', 'mrmbela', 'penting', 'rakyat']"
2351,"['anggota', 'dewan', 'jilbab', 'pink', 'contoh', 'yg', 'rapat', 'main', 'hp', 'upil']"
2352,"['bpjs', 'sehat', 'jamin', 'sehat', 'masyarakat', 'rakyat', 'miskin', 'peras', 'rakyat', 'miskin', 'bayar', 'iur', 'bulan', 'makan', 'aja', 'kadang', 'makan', 'kadang', 'puasa', 'gara', 'nggak', 'duit', 'bayar', 'iur', 'sehat', 'bulan', 'uud', 'jalan', 'dgn', 'sepenuh', 'uud', 'pancasila', 'adil', 'sosial', 'rakyat', 'indonesia']"
2353,"['ribka', 'memeng', 'klas', 'yg', 'klas', 'waktu', 'istri', 'sakit', 'bilang', 'klas', 'penuh', 'pas', 'ane', 'satpam', 'ambil', 'bet', 'kamar', 'ad', 'bet', 'ane', 'satpam', 'kamar', 'utk', 'klaa', 'satpam', 'emang', 'klas', 'tp', 'penuh', 'gak', 'tau', 'cuman', 'suruh', 'ambil', 'bet', 'pas', 'bawa', 'istri', 'eh', 'bet', 'lg', 'ilang', 'nama', 'kamar', 'yg', 'pampang', 'pintu', 'hilang', 'ane', 'lg', 'prawatnya', 'td', 'kmr', 'bet', 'skarng', 'cuman', 'kamar', 'klas', 'jd', 'kmr', 'yg', 'kls', 'td', 'sam', 'satpam', 'kamar', 'utk', 'kla', 'satpam', 'tau', 'ttng', 'kamar', 'dadak', 'kepala', 'ane', 'jd', 'gatal', 'ane', 'cmn', 'garuk', 'kepala']"
2354,"['si', 'bu', 'pink', 'ngupil', 'mlltrs', 'peperin', 'kerudung', 'nyasalfok', 'gwngakak']"
2355,"['serasa', 'ditampol', 'masuk', 'ribka', 'tjiptaning']"
2356,"['jilbab', 'pink', 'main', 'hp', 'ma', 'ngupil']"
2357,"['negara', 'pancasila', 'kalo', 'pasien', 'tolak', 'rumah', 'sakit', 'negara', 'pancasila', 'rakyat', 'hak', 'hidup', 'sehat', 'sehat', 'butuh', 'dasar', 'manusia', 'hak', 'rakyat', 'negara', 'pancasila', 'didik', 'sandang', 'pangan', 'aman', 'nyaman']"
2358,"['pink', 'asa', 'main', 'hp', 'ngupil', 'mulu']"
2359,[]
2360,"['rakyat', 'yg', 'pbi', 'rakyat', 'yg', 'mandiri', 'paksa', 'sakit', 'bayar', 'iur', 'sakitdan', 'tolong', 'jgn', 'tambah', 'aset', 'kantor', 'bpjs', 'yg', 'manfaat', 'rakyat', 'yg']"
2361,['gk']
2362,[]
2363,"['gagal', 'didik', 'dawuh', 'guru']"
2364,"['mantab', 'bu', 'ribkalanjutkan']"
2365,"['inti', 'bpjs', 'amburaduuulll']"
2366,"['cari', 'dana', 'via', 'ala', 'sdsb', 'online', 'bpjs', 'malaysia', 'jenis', 'sdsb', 'menteri', 'agama', 'militer', 'yg', 'pikir', 'realistis', 'ali', 'sadikin', 'soeharto']"
2367,"['yg', 'pakai', 'hijab', 'pink', 'main', 'hp', 'perhati', 'yg', 'jelas']"
2368,"['bagus', 'rapat', 'komisi', 'wajib', 'dokumentasi', 'klo', 'wajib', 'live', 'youtube', 'gpp', 'biar', 'pas', 'korupsi', 'skandal', 'aja', 'tv', 'hari', 'kes', 'yg', 'oknum', 'rusak', 'citra', 'dpr', 'fungsi', 'utama', 'dpr', 'awas', 'tugas', 'perintah', 'rakyat', 'tinggal', 'nyari', 'duit', 'aja', 'bayar', 'pajak', 'hahaha', 'ngomong', 'ngomong', 'pink', 'sibuk', 'bangat', 'hp', 'gw', 'rakyatbos', 'gak', 'suka', 'ngeliatnya']"
2369,"['ibuk', 'yg', 'belah', 'nonton', 'bokep', 'kayak']"
2370,"['manteb', 'bu', 'ribka', 'yg', 'rasa', 'rumah', 'sakit', 'awat', 'anggota', 'bpjs', 'belah', 'rakyat', 'yg', 'bulan', 'bayar', 'iur', 'wajib', 'utk', 'saran', 'bu', 'warga', 'negara', 'wajib', 'bpjs', 'rumah', 'sakit', 'wajib', 'melayanni', 'terima', 'pasien', 'bpjs']"
2371,"['anggota', 'dpr', 'sdh', 'komisi', 'mana', 'aja', 'lu', 'bpjs', 'sdh', 'gagal', 'kayak', 'gin', 'mana', 'dpr', 'partai', 'kuasa', 'nama', 'dpr', 'pura', 'marah', 'diam', 'aja']"
2372,"['coba', 'menteri', 'sehat', 'lampung', 'masyrakat', 'kait', 'layan', 'serta', 'bpjs', 'semua', 'kabupaten', 'kota', 'jgn', 'kota']"
2373,"['yg', 'kritik', 'bu', 'ribka', 'sesuai', 'dgn', 'fakta', 'lapang', 'harap', 'menkesnya', 'paham']"
2374,"['lho', 'yg', 'nama', 'anggota', 'dpr', 'tdk', 'makan', 'gaji', 'buta', 'benarbenar', 'juang', 'nasib', 'rakyat', 'indonesia', 'yg', 'miskindata', 'survey', 'bohong', 'like', 'utk', 'bu', 'ribka', 'anggota', 'dpr', 'yg', 'rapat', 'dgn', 'kemenkes', 'bpjs']"
2375,"['buk', 'tolong', 'kasih', 'jelas', 'bpjs', 'rakyat']"
2376,"['kartu', 'foto', 'copy', 'kertas', 'lembar']"
2377,"['senang', 'rasanyaadanya', 'chenelini', 'makasihmin']"
2378,"['samping', 'pa', 'main', 'hp']"
2379,"['aneh', 'kepala', 'bpjs', 'kuasa', 'medan', 'bpjs', 'jelasin', 'anak', 'buah', 'gaji', 'gede', 'banget']"
2380,"['tau', 'dpr', 'channel', 'yt']"
2381,"['salut', 'ribka', 'moga', 'lindung', 'allah', 'swt', 'amiin']"
2382,"['negara', 'bisnis', 'rakyat', 'mantul', 'bu']"
2383,"['tri', 'awan', 'rakyat', 'taruh', 'harap', 'iur', 'bpjs', 'naik', 'anggar', 'abal', 'dosa', 'kelas']"
2384,"['sok', 'pahlawan', 'siang', 'semuapara', 'munafik', 'anggota', 'dprdi', 'kamera', 'marah', 'sok', 'bain', 'rakyattapu', 'stelah', 'sidang', 'kamera', 'sdh', 'ofpasti', 'liat', 'bejadxpemerintah', 'laku', 'salah', 'satux', 'dukung', 'munafik']"
2385,"['yg', 'dpr']"
2386,"['pikir', 'cb', 'lo', 'yg', 'hasil', 'gmana']"
2387,"['keluarga', 'gua', 'kepala', 'tua', 'hasil', 'gak', 'tetep', 'keluarga', 'bayar']"
2388,"['bpjs', 'peras', 'halus', 'keluarga', 'anggota', 'orangx', 'aja', 'udah', 'umr', 'kab', 'jutahabis', 'gaji', 'bayar', 'bpjs']"
2389,['tuju']
2390,"['tujuanya', 'baguspemerintah', 'kelola', 'bpjsnya', 'ngaco', 'ga', 'sesuai', 'lg', 'gajih', 'gede', 'tp', 'pelayananya', 'lg', 'ngurusnya', 'ruwed', 'pusingpusing', 'dahlo']"
2391,"['usulbagi', 'condom', 'gratis', 'miskin']"
2392,"['rumah', 'sakit', 'main', 'bpjsobat', 'tk', 'kualitas', 'bh', 'beli', 'obat', 'suruh', 'nebus', 'obat', 'luar', 'rumah', 'sakitpengalaman', 'duluthn']"
2393,"['bilang', 'bu', 'ripka', 'daftar', 'bpjs', 'kelas', 'eeh', 'xampe', 'rs', 'kamarx', 'dah', 'penuh', 'imbau', 'titip', 'kls', 'kl', 'gak', 'imbau', 'vip', 'tp', 'suruh', 'nambah']"
2394,"['alah', 'mencret', 'dh', 'daftar', 'tp', 'ga', 'dapet', 'kartu', 'kis', 'dh', 'thntai']"
2395,"['biar', 'adil', 'rakyat', 'indonesia', 'dijadiin', 'kelas', 'laku', 'rumah', 'sakit']"
2396,"['sejahtera', 'paramedis', 'rakyat', 'masyarakat', 'sehat']"
2397,"['menkes', 'lanjut', 'kerja', 'yg']"
2398,"['tolong', 'bpjs', 'sulit', 'prosedur', 'yg', 'pasien', 'yg', 'pindah', 'rs', 'rs', 'rujuk', 'yg', 'rs', 'nolapakah', 'gak', 'buang', 'waktu', 'salah', 'keluarga', 'alami', 'itutante', 'sakit', 'kanker', 'serviks', 'rumah', 'bogor', 'beliau', 'rujuk', 'rs', 'fatmawati', 'kemo', 'gagal', 'rujuk', 'rs', 'ciptodan', 'sampe', 'nolapakah', 'buang', 'waktu', 'laku', 'data', 'rekam', 'medis', 'pasien', 'pake', 'hati', 'bpjsapa', 'klu', 'igd', 'klu', 'bpjs', 'ada', 'sadar', 'terima', 'ada', 'sakitklu', 'sadar', 'diterimakenapa', 'atur', 'krn', 'keluarga', 'alami', 'ituom', 'sakit', 'jantung', 'suruh', 'pulang', 'rs', 'krn', 'sadar', 'jalanbesoknya', 'suruh', 'utk', 'kontrol', 'dokter', 'jantungsetelah', 'besok', 'kontrol', 'tunggu', 'dokter', 'spesialis', 'jantungom', 'serang', 'tinggal', 'sakit', 'yg', 'parah', 'tanganiuntuk', 'rs', 'takut', 'miskin', 'bangkrut', 'bantu', 'pasien', 'yg', 'sakit', 'bpjs', 'aneh', 'salah', 'rs', 'yg', 'harus', 'daftar', 'on', 'line', 'via', 'tlp', 'wa', 'klu', 'tolak', 'heiiiiiklu', 'pasien', 'yg', 'mampuuntuk', 'beli', 'pulsa', 'aja', 'susah', 'utk', 'tlp', 'gimana', 'daftarbelum', 'tlp', 'rs', 'susah', 'hubungiprosedur', 'rs', 'yg', 'rubahbelum', 'awat', 'yg', 'jutekklu', 'bpjspadahal', 'klu', 'pikir', 'keluarga', 'pake', 'bpjs', 'aja', 'pesan', 'takut', 'miskin', 'bangkrut', 'klu', 'bantu', 'mudah', 'org', 'yg', 'sulit']"
2399,"['bpjs', 'amburadul', 'pasiwn', 'blm', 'blm', 'sembuh', 'usir', 'suruh', 'pulang']"
2400,"['syukur', 'krn', 'perintah', 'bantu', 'dgn', 'bpjs', 'kurang', 'sempat', 'utk', 'baik', 'sistem', 'tanggung', 'bpjs', 'tinggi', 'banding', 'dgn', 'kalkulasi', 'biaya', 'obat', 'awat', 'contohx', 'operasi', 'usus', 'buntu', 'yg', 'bayar', 'dgn', 'biaya', 'pribadi', 'estimasi', 'jt', 'bpjs', 'rupiah', 'krn', 'bpjs', 'sdh', 'paket', 'murah', 'yg', 'wajib', 'ikut', 'rs', 'umum', 'swasta', 'jgn', 'naik', 'premi', 'bpjs', 'tpi', 'lihat', 'manfaat']"
2401,"['nihayatul', 'wakil', 'rakyat', 'sejati', 'pihak', 'rakyat']"
2402,"['belit', 'belit', 'petnyataan', 'anggota', 'dpr']"
2403,"['sri', 'wulan', 'informatifbaguslah']"
2404,"['anshory', 'lumayan', 'mantap']"
2405,"['jasa', 'medis', 'lambat', 'bayar', 'bpjs']"
2406,"['negara', 'bisnis', 'rakyat', 'ribka']"
2407,"['tu', 'sapa', 'sih', 'yg', 'krjaan', 'ngupil']"
2408,"['bpibu', 'hormat', 'diskriminasi', 'senyum', 'pelaayanan', 'ramah', 'manusiawi', 'dmulai', 'staf', 'resepsionis', 'sistem', 'ambil', 'obat', 'laku', 'guna', 'bpjs', 'alam', 'sakit', 'tambah', 'iur', 'yg', 'rb', 'atas', 'rb', 'standar', 'layan', 'klinik', 'rs', 'anggap', 'belah', 'guna', 'bpjs']"
2409,"['rapat', 'main', 'hp', 'kaya', 'gk', 'harga', 'bicara']"
2410,"['bpjs', 'bikin', 'ribet', 'proyek', 'perintah']"
2411,"['ribka', 'mantapbanyak', 'alam', 'wakil', 'rakyat', 'yg', 'berani']"
2412,"['alah', 'bpjs', 'gerat', 'miskin', 'bayar']"
2413,"['nenek', 'ngapa', 'ngupil', 'mulu', 'yajadi', 'salfokgak', 'jelaskomisi', 'ix', 'gak', 'etika']"
2414,"['yg', 'berkrudung', 'pink', 'main', 'hp', 'ngupil', 'suesibuk', 'sm', 'hp']"
2415,"['yg', 'pake', 'baju', 'pink', 'ngapain', 'sih', 'nyampah', 'aja']"
2416,"['viral', 'viral']"
2417,"['jiamputkemprohjorok', 'sampeyan', 'bu', 'seng', 'krudung', 'pink', 'wayae', 'rapat', 'ngupal', 'ngupil', 'ae']"
2418,[]
2419,"['yg', 'milih', 'kerudung', 'ping', 'iku', 'selpi', 'aja']"
2420,"['ribka', 'tjiptaning']"
2421,"['puskesmas', 'jarang', 'obat', 'masyrakat', 'suru', 'beli']"
2422,"['rapat', 'berteletele', 'rapat', 'anggar']"
2423,"['anggota', 'dewan', 'sudut', 'sajawin', 'solution', 'dongkapan', 'maju']"
2424,"['dewan', 'wakil', 'rakyat', 'yg', 'baju', 'pink', 'kerja', 'main', 'hape']"
2425,"['min', 'terang', 'jam', 'rapat', 'tgl', 'yg', 'duluan', 'simak', 'rurut']"
2426,"['tuju', 'dgn', 'ripka', 'moga', 'pdip', 'kritik', 'perintah']"
2427,"['dislike', 'hadeuuhhh', 'sih', 'hahahhaaaa']"
2428,"['ngupilliat', 'hpfoto']"
2429,"['moga', 'rapat', 'ibuk', 'nini', 'rapat', 'putus', 'rapat', 'kerja', 'bikin', 'habis', 'biaya', 'aja', 'ansori', 'pakai', 'hati', 'banget', 'ngomongnya', 'tulus', 'bela', 'rakyat', 'haru', 'terimakasih', 'komisi', 'dpr', 'ri', 'ix', 'moga', 'sehat']"
2430,"['revolusi', 'mental', 'egois', 'kalo', 'rakyat', 'benarbenar', 'jiwa', 'pancasila', 'bu', 'skrg', 'gimana', 'harap', 'maju', 'kalo', 'kurikulum', 'didik', 'dekat', 'otak', 'kiri', 'alias', 'meminterkan', 'dekat', 'empati', 'kreativitas', 'negara', 'pinter', 'ide', 'presiden', 'sayembara', 'rakyat', 'umum', 'temu', 'solusi', 'kreatif', 'jitu', 'bpjs', 'premi', 'bikin', 'turun', 'kasih', 'hadiah', 'tuju', 'like']"
2431,"['tolong', 'wakil', 'rakyat', 'berat', 'sulit', 'urus', 'sim', 'pasport', 'dll', 'nunggak', 'bpjs', 'syarat', 'berat', 'rakyat', 'diktitisi', 'paksa', 'langgar', 'hak', 'rakyat']"
2432,"['menit', 'menteri', 'salah', 'tingkah', 'gara', 'disebutin', 'saudara', 'menteri']"
2433,"['angkat', 'biar', 'trending', 'biar', 'tau']"
2434,"['serta', 'mandiri', 'klo', 'bayar', 'sistem', 'benerin', 'sehat', 'tanggung', 'jwab', 'perintah']"
2435,"['moga', 'sehat']"
2436,"['bpjs', 'serta', 'mandiripunya', 'anggota', 'keluarga', 'kwkwkwkw', 'serta', 'owwwwwsatu', 'rbjadi', 'brapa', 'tuh', 'kepala', 'keluarga', 'kerja', 'petanijual', 'hasil', 'tanimisalnya', 'sayur', 'tipa', 'yaaaa', 'jt', 'has', 'tipa', 'bulanhabis', 'tuh', 'has', 'tani', 'pakai', 'bayar', 'iur', 'bpjs', 'bulanwkwkwkkwkw']"
2437,"['etika', 'buruk', 'dewan', 'yg', 'baju', 'pink', 'sibuk', 'main', 'hp', 'ngupil', 'masak', 'rumah', 'hormat']"
2438,"['adi', 'adi']"
2439,"['rshs', 'mantap']"
2440,"['aduh', 'dpr', 'omong', 'mau', 'solusi', 'deh']"
