,Comment,english_translate,polarity,Label
881,muddahan sukses ya allah amin,"muddahan success, Allah amen",0.3,2
883,berpositiflah kalau berpikir ga ada obat nyalahin giliran ada obat pesimis memandang sebelah mata ga percaya bagaimana sih maunya,"Be positive if you think there is no medicine, blame it on your turn to be pessimistic, looking at one eye and not believing how you want it",0.22727272727272727,2
884,terimakasih pak presiden dan semuanya semoga bapak dan semuanya selalu bahagia,"Thank you Mr. President and everyone, I hope you and everyone are always happy",0.8,2
889,suka banget vid yang seperti gini,really like this kind of vid,0.4,2
890,terus lakukan vaksinasi dan protokol kesehatan agar corona cepat berlalu,continue to do vaccinations and health protocols so that the corona quickly passes,0.3333333333333333,2
892,vaksin virus corona harus ditemukan supaya ekonomi lancar lagi,a corona virus vaccine must be found so that the economy runs smoothly again,0.4,2
893,kan sinovac sudah sedikit lagi sempurna,right sinovac is a little more perfect,0.3995535714285714,2
894,di indonesia itu vaksin dah ditemukan bos klaw gak ditemukan ya dah mati semua kita vaksin yang di pake sekarang itu yang bikin pasien sembuh hanya perlu tambahan resep biar lebih manjur lagi,"In Indonesia, the vaccine was found boss Klaw was not found, all of us are dead, the vaccines that are used now make the patient recover, only need an additional prescription so that it is even more effective",0.22499999999999998,2
896,gek cepet woi gek dadi vaksin ne wes ra betah aku nunggu terus,Gek fast woi gek dadi vaccine ne wes ra feel like I'm waiting,0.2,2
902,bahan vaksin covid ini sama persis dengan sars cov penelitiannya berlangsung sejak lalu besar kemungkinan vaksin sudah jadi di china bertepatan awal pandemik itu namun syarat masuk ke negara orang lain tetap wajib melalui uji efektifitas di negara tersebut mll uji klinis fase jika cocok maka lanjut distribusi dan aplikasi di google sendiri ya apa keunggulan vaksin dari virus dilemahksn dan vaksin rekombinant biar ntar gak ketakutan saat vaksinnya tiba ehhh kita bersyukur ada ahli vaksin ya kalau gak ada kita survive lawan virus sendiri macam sekarang,"This covid vaccine material is exactly the same as Sars Cov, the research has been going on since then, it is likely that the vaccine will be finished in China at the start of the pandemic, but the requirements for entering other countries are still mandatory through effectiveness testing in that country, including clinical trials, if suitable, then continue distribution and application On Google itself, what are the advantages of vaccines from weakened viruses and recombinant vaccines so that we won't be afraid when the vaccines arrive ehhh we are grateful that there are vaccine experts, if we don't have, we survive against the virus itself like now",0.012500000000000011,2
906,thanks neuron,thanks neuron,0.2,2
907,semoga vaksin covid segera di temukan dan bisa membantu penyambuhan pasien covid ya dan bisa beraktivitas seperti biasanya lagi amiin smangat and stay at home,"Hopefully the Covid vaccine will be found soon and can help cure Covid patients and be able to do activities as usual again, I'm very excited and stay at home",0.24583333333333335,2
909,semangat untuk para kreator ini adalah salah satu upaya mencerdaskan kehidupan bangsa tetap berniat tulus ya min terimakasih semoga tuhan yang membalas sebuah karya anda dengan yang lebih baik,"This enthusiasm for creators is one of the efforts to educate the nation's life, but with sincere intentions, admin, thank you, God will reward your work with better",0.5,2
912,keren kak semangat untuk para dokter perawat peneliti dan seluruh pihak yang berkontribusi dalam wabah ini kalian pahlawan kami masyarakat,"Cool sis, enthusiasm for the doctors, nurses, researchers and all those who contributed to this outbreak, you are our heroes of the community",0.35,2
913,keren,cool,0.35,2
914,berharap banget orang mau nonton video yang kaya gini biar lebih teredukasi jaman sekarang sudah hampir semua orang bisa akses internet tapi ga semuanya teredukasi untuk hal yang penting kaya gini jangankan ngerti vaksin covid aja banyak yang ga percaya ayo teman teman share video ini ke teman kalian grup keluarga pokoknya share sebanyak mungkin biar lebih banyak yang mengerti tentang pandemi ini,"I really hope people want to watch videos that are like this so that they are more educated nowadays, almost everyone can access the internet, but not all of them are educated on important things like this, let alone just understanding the covid vaccine, many don't believe let's share this video with your friends, group the main family share as much as possible so that more people understand about this pandemic",0.3238095238095238,2
916,bagus,very nice,0.78,2
917,keren makasih neuron infonya,cool thanks for the neuron info,0.275,2
918,mau saya asal bayarannya sesuai bisa menuhin kebutuhan ank istri saya,"I want as long as the pay is appropriate, I can meet the needs of my wife's ank",0.225,2
920,semoga covid cepat berlalu,I hope Covid will pass quickly,0.3333333333333333,2
921,keren,cool,0.35,2
926,mantap ni kayaknya,I think it's great,0.8,2
928,ok,ok,0.5,2
929,bagus idi semoga didengar dan tidak grusa grusu dan info ini didengar oleh nya cepat ada vaksin bagus tapi juga harus tepat guna dan tepat manfaat dalam kesehatan dengan memastikan keamanan vaksin,"good idiot, hopefully it will be heard and not rushed and this information is heard by him quickly there is a good vaccine but it must also be effective and beneficial in health by ensuring vaccine safety",0.30666666666666664,2
930,rakyat sehat negara kuat vaksin covid gratis,healthy people strong countries free covid vaccine,0.4444444444444445,2
931,cintailah produk produk indonesia,love Indonesian products,0.5,2
934,alhamdulillah mau temporeri kek yang penting ada daripada cuma bisa nyinyiran,"Alhamdulillah, I want temporeri, the important thing is that there is more than just a hint",0.45,2
936,berhasil,was successful,0.75,2
937,saya lebih percaya vaksin dari jepang daripada dari china,I believe more about vaccines from Japan than from China,0.5,2
939,ya semoga aja vaksin merah putih bisa lebih cepat diselesaikan biar gak tergantung dari bangsa lain cuma taulah sebagian dari kita ini sering merendahkan dan berfikir negatif sama bangsa sendiri bukannya kasih support,"yes, I hope the red and white vaccine can be completed faster so that it doesn't depend on other nations, just know that some of us often look down on and think negatively at our own nation instead of giving support",0.0032407407407407476,2
946,tolonglah itu dipercepat vaksinya karena banyak menduga data pasien positif covid dipermainkan alias ada yang dinyatakan covid walaupun tidak covid demi cairnya uang penanganan covid,"please accelerate the vaccination because many suspect that positive patient data for Covid is being manipulated, aka some are declared covid even though not covid for the sake of disbursing covid handling money",0.36363636363636365,2
947,terus berjuang semoga pademi ini cepat berlalu,"keep on fighting, hopefully this pademi will pass quickly",0.3333333333333333,2
948,normal kembali amin,back to normal amen,0.075,2
949,bagi yang tua tua tahun keatas badan sering kesemutan badan terasa jarum jarum atau penyakit usia tua kalau mendapatkan vaksin semoga badan kembali bugar seperti muda kembali,"For those who are old, old years and over, the body often feels pins and needles or old age disease.",0.10000000000000002,2
950,ya baguslah yang gak mau divaksin jadi ngurangin antrian,"yes, it's good that you don't want to be vaccinated, so reduce the queue",0.7,2
954,mudah mudahan tidak jadi bisnis mudah mudahan pada jujur kasian yang ga ngerti,"I hope it won't be a business, hopefully honestly, I don't understand",0.6,2
955,kasih mreka dulu yang membutuhkan saya gpp blakangan para pemerintah indonesia yang saya cintai sgera berikan bgi masyarakat yang memerlukanya trims,"Give those who need me first, GPP, later the Indonesian government, whom I love, will immediately give to the people who need it, thanks",0.2375,2
957,pasti cepet nih ludes habis vaksin nya baru sekali nongol langsung habis yang masyarakat tidak mampu pasti tidak kebagian mang begini nih klu over populasi ada aja deh habis ini apa lagi perang kali dunia,"surely the vaccine will run out quickly, the vaccine has just appeared once it runs out, the people are not able to be sure they won't get it like this, if there is an over population, this is over, what's more the world war",0.31666666666666665,2
958,alhamdulillah secepatnya normal lagi,"Alhamdulillah, it's normal again soon",0.15,2
959,yang penting perekonomian bisa kembali normal dah gitu aja,the important thing is that the economy can return to normal,0.275,2
960,semoga yang terbaik untuk indonesia pemerintah semoga amanah dan selalu memberikan yang terbaik mohon dukungan nya,"I wish the Indonesian government the best, I hope it is trustworthy and always gives the best, please support",1.0,2
962,ya aku gak peduli dpr mau duluan atau kita duluan yang penting vaksin dah ada dan pandemi akan segera berakhirr yeeyy,"yes I don't care if I want to go first or we go first, the important thing is the vaccine is there and the pandemic will end soon yeeyy",0.3,2
964,semoga aja cepet selesai nih pandemi tersiksa sama tugas sekolah yang terus menerus menghantam juga jadi nya kurang paham juga nilai jblog,"I hope it will finish quickly, the pandemic is tormented by the schoolwork that keeps hitting too so I don't really understand the value of jblog",0.26666666666666666,2
968,positif thinking aja saya sudah mau hidup yang normal normal aja dimana batuk sama bersin gak jadi aib ketika refleks ditempat umum,"just positive thinking I just want to live a normal, normal life where coughing and sneezing don't become a disgrace when reflexes in public",0.13272727272727275,2
969,monggo di lajeng lebok tah vaksin duluan semoga yang sudah di vaksin jadi sehat amin,"Please take the vaccine first, hopefully what has been vaccinated will be healthy, Amen",0.375,2
971,jangan rencanan rencana dan rencana saja kami masyarakat se indonesia ingin secepatnya sehingga dapat kembali normal semuanya dengan cepat,"Don't just plan and plan, we people in Indonesia want it as soon as possible so that everything can return to normal quickly",0.1611111111111111,2
